Date,Text
2020-7-7,"['Пожежа сталася в Польщі, населеному пункті Погожице поблизу Хшанова (Малопольське воєводство). Про це повідомляє radiokrakow.pl.\n\nНа момент пожежі в будинку перебувало 12 людей, більшість з яких — українці.\n\nНаразі, ні поліція, ні прокуратура не надають подробиць, відомо лише, що затримані — двоє мешканців готелю. Вони поляки. Мотиви, чому вони це зробили, поліція поки не повідомила.\n\nНа місці пожежі працював експерт поліції. \n\nНаразі, відомо, що будівля — двоповерховий блок, покритий листовим металом. Вогонь охопив увесь перший поверх. \n\nМатеріали, використовувані для утеплення стін, тліли протягом багатьох годин. Пожежникам довелося демонтувати металеві частини конструкції, щоб  потрапити всередину.', 'varta1.com.ua: Новини']"
2021-7-7,"['', 'У середу, 7 липня, о 20:40 год, у Львові, в Шевченківському районі, сталася дорожньо-транспортна пригода. Про це інформує голова «Варта1» Ігор Зінкевич.', '«ДТП по вул. Жовківська–Дашкевича», — йдеться у дописі.', 'Внаслідок аварії, один з автомобілів вилетів на тротуар і врізався в стіну будівлі.', 'Обставини уточнюються, інформація буде оновлюватись.', 'varta1.com.ua: Новини']"
2021-7-7,"['Щоденний випуск новин за минулу добу 07.07:\n— у Стрию пострілами зі зброї вбито чоловіка;\n— у Львові горіли шини;\n— на Львівщині у ДТП потрапив бензовоз;\n— на Львівщині затримано пакистанців, які йшли до Польщі;\n— на Одещині ножем вбито жителя Львівщини;\n— на Франківщині, внаслідок аварії, загинули четверо людей;\n— безпека дітей на воді;\n— погода.', '', '', 'varta1.com.ua: Новини']"
2021-7-7,"['Перший заступник начальника департаменту патрульної поліції Києва Олексій Білошицький опублікував дані про поліцейського, якого сьогодні підстрелив чоловік.\n\nСергій Василенко — патрульний поліцейський Києва, 27 років, доєднався до лав патрульної поліції у 2019 році.\n\nВін колишній військовослужбовець з міцним здоров’ям, захоплюється мотоспортом.\n\n«Сьогодні під час виконання службового завдання Сергія було серйозно поранено пострілом з рушниці через двері. Це ситуація, яка ще раз доводить, що небезпека очікує патрульних навіть там, де її ніколи б не чекав. І будь-який виклик може стати останнім…\n\nСлужбу патрульного не можна порівнювати з цивільними професіями, як це часто звикли робити… але ось рівень заробітної плати, враховуючи всі ризики, також є «незрівненним». Цей виклик розділив життя Сергія на »до” і ”після”.\n\nНаразі, за його руку боряться найкращі фахівці лікарні ім. Шалімова і він вже переніс одну операцію. Надається максимальна допомога з лікування і реабілітації, але процес буде довгим і складним. І звісно, результат поки що невідомий.\n\nПатрульний залишиться в нашій сім’ї і на службі, не дивлячись на результат лікування, хоча ми віримо у повне відновлення!« — написав Білошицький.\n\nНагадаємо, сьогодні, працівники патрульної поліції виїхали на виклик щодо конфлікту у квартирі на проспекті Голосіївському. На місці події власник помешкання здійснив постріл із мисливської рушниці у напрямку поліцейських.\n\nВнаслідок події, правоохоронець отримав вогнепальне поранення руки, а інший чоловік — поранення в обличчя.\n\n[gallery link=»file« ids=»291403,291402,291401,291399,291398,291397""]', 'varta1.com.ua: Новини']"
2021-7-7,"['Мешканці Червонограда скаржаться, що місто останнім часом заполонили роми, які «не дають проходу», «чіпляються до всіх і крадуть».\n\nПро це повідомляють користувачі соцмереж.\n\n«Ходять і чіпляються до всіх! Крадуть! Ті цига** вже дістали. Роботи немає, то тільки випрошують. Раніше їх ж не було стільки багато. Де вони взялися?», — зазначається у дописі на сторінці спільноти «Підслухано в Червонограді».\n\nУ коментарях до публікації, городяни зокрема, зазначають, що «вони живуть у Закарпатті, а сюди на заробітки приїжджають».\n\n«Я одного разу в Восвині чекала на автобус до Червонограда, а рейс відмінили, і прийшлось сидіти на зупинці. Біля лісу. І прийшла молоденька циганка з немовлям. Теж чекала на автобус. Розговорились. От вона мені й розказала. Паспорт у неї забрав дядько. І гроші вона йому заробляє і віддає. На дитину отримує теж дядько. Короче, безвихідь. Мусиш просити, інакше помреш. А працювати не хочуть, мабуть. Бо я їй казала. У лісі стільки грибів — йди назбирай і продай. Та де там! Вона за день напросить більше ніж ті гриби коштують», — написала Людмила Креховец.\n\nДописувачка Елена Романова у своєму коментарі зазначила: «Прийшла одна циганка з дитинкою в під’їзд, стукала просила їсти і гроші. Ніхто не відкривав. Я зробила бутери, і мала речі дитячі: все саме краще лишила від малого, складені, лежали собі. Думаю, шкода її, віддам. Виходжу на вулицю через деякий час, ті речі всі розкидані за домом. То вона передивилася і викинула...».\n\n[gallery link=«file» columns=«1» ids=«291380»]', 'varta1.com.ua: Новини']"
2021-7-7,"['Сайти офісу президента, Служби безпеки та ряду інших державних структур раптово перестали працювати. Причиною тому стали хакерські атаки.\n\nЯк повідомляє  Державна служба спеціального зв’язку та захисту інформації України, 6 липня у другій половині дня відбувся аварійний технічний збій в роботі Інтернет-провайдерів, що забезпечують підтримку інтернет-представництв і сайтів президента України, Служби безпеки України та інших органів державної влади України.\n\nДержавним центром кіберзахисту  Держспецзв’язку визначено, що причинами технічного збою були:\n— атака типу «DNS Amplification» на сервери доменних імен, що забезпечують доступність вебресурсів органів державної влади;\n— мережева атака, спрямована на порушення сервісу маршрутизації мережевого трафіку, що спричинила тимчасову недоступність резервних маршрутів та відповідних вебресурсів.\n\nЗасобами Системи виявлення вразливостей і реагування на кіберінциденти та кібератаки зафіксовано аномальні події на обладнанні системи захищеного доступу державних органів до мережі інтернет.\n\nЗа результатами атаки зареєстровано відповідний кіберінцидент, триває розслідування.', 'varta1.com.ua: Новини']"
2021-7-7,"['У Львові чоловік розбився на смерть, зірвавшись з балкону. 30-річний львів’янин мав намір з балкону сусідського будинку потрапити на балкон свого будинку, проте не втримався та впав з висоти третього поверху.\n\nЯк повідомляє Нацполіція Львівської області, сьогодні, 7 липня, о 12:15 год, до поліції надійшло повідомлення про те, що на вулиці Лобачевського, у Львові, внаслідок падіння з висоти, загинув чоловік. На місці події працювала слідчо-оперативна група відділу поліції № 4 Львівського районного управління поліції.\n\nПравоохоронці встановили особу загиблого — 30-річного місцевого мешканця. Також попередньо встановлено, що чоловік намагався через балкон сусідського будинку потрапити на балкон свого будинку. Проте, не втримався та впав з висоти третього поверху, отримавши при цьому тілесні ушкодження, від яких помер на місці події.\n\nЗа фактом слідчі територіального підрозділу відкрили кримінальне провадження за ч. 1 ст. 115 (умисне вбивство) Кримінального кодексу України з приміткою «нещасний випадок». Поліцейські з’ясовують обставини події.\n\nЯк повідомляла «Варта1», у Львові чоловік зірвався з висоти намагаючись потрапити через вікно у власну квартиру.', 'varta1.com.ua: Новини']"
2021-7-7,"['Сьогодні, 7 липня, до Львова прибув рейс авіакомпанії «Flynas»!\n\nЛітак «Airbus A320 Neo» прилетів з міста Ель-Касім, що знаходиться у Саудівської-Аравії. Вже за традицією борт зустріли водяною аркою.\n\nНагадаємо, 3 липня цей перевізник, вже відкрив рейс з міста Ер-Ріад.\n\nФото: Юрій Танчин, Василь Садовий\n\n[gallery link=«file» ids=«291337,291338,291339,291340,291341,291342,291343,291344,291345,291346,291347,291355»]', 'varta1.com.ua: Новини']"
2021-7-7,"['Вночі, 7 липня, водій автомобіля «Volkswagen Tiguan», рухаючись у напрямку Микуличина, на заокругленій ділянці дороги не справився з керуванням і злетів з дороги в обрив. Внаслідок аварії, автомобіль перекинувся на дах. У поліцію повідомленням про ДТП надійшло о 11:45 год, від місцевої мешканки, яка виявила перекинуте авто. На місце події одразу виїхали медики, рятувальники і поліцейські. Аварія сталася на трасі Н-09 в місті Яремче.\n\nЯк повідомляє Нацполіція Івано-Франківської області, встановлено, що автівкою керував 29-річний мешканець Кропивницького, який, від отриманих травм, загинув на місці події з трьома пасажирами: 29-річною жінкою (мешканка Кропивницького), 37-річним і 38-річним чоловіками (мешканці Яремче).\n\nЗа фактом дорожньо-транспортної пригоди правоохоронці розпочали кримінальне провадження за ч. 3 ст. 286 Кримінального кодексу України. Що стало причиною аварії — встановить слідство у ході досудового розслідування.\n\nЯк повідомляла «Варта1», в Яремче легковик злетів з дороги у прірву: встановлюють особи чотирьох загиблих.\n\n[gallery columns=«5» link=«file» ids=«291349,291350,291351,291352,291353»]', 'varta1.com.ua: Новини']"
2021-7-7,"['На відпочинку в Єгипті травмувалася українська туристка. Вона каталася на водному парашуті й при падінні врізалася головою об катер і отримала важкі травми.\n\nЯк повідомляє «РБК-Україна», жінка купила поїздку на водному парашуті (парасейлінгу) у представника готелю «Reef Oasis Blue Bay Resort & Spa 5*». Канат випадково обірвався, і її понесло в море.\n\n«Працівники на катері не були готові до такого ходу подій і, не знаючи що робити, просто перегородили катером політ жінки. На всій швидкості вона влетіла головою в борт», — сказано в повідомленні.\n\nТуристка отримала дуже серйозні травми в результаті падіння: їй наклали 15 швів, розірвано вухо, тріщини в хребцях, струс мозку.\n\nПоліція знизує плечима.\n\nВідзначається, що представники туроператора «JoinUp» намагаються допомогти, але лікарі хочуть швидше відправити туристку літаком додому, а поліція лише знизує плечима.\n\nВідзначається, що це вже другий випадок подій на парасейлінгу за останні 10 днів.\n\nУ «Join UP!» прокоментували подію:\n\n«1 липня 2021 року на курорті Шарм-еш-Шейх стався інцидент з українською туристкою. Відпочивальники з України самостійно у місцевої компанії придбали послугу парасейлінгу (катання на спеціальному парашуті за катером).\n\nПід час катання в однієї з жінок відірвався парашут й рухався неконтрольовано. Катер поїхав у сторону туристки, щоб допомогти їй, однак поривом вітру парашут різко відкинуло в бік катера, у результаті чого туристка отримала травми.\n\nЖінці одразу викликали швидку допомогу й відправили до лікарні. Також про інцидент було повідомлено в поліцію.\n\nКомпанія, яка надавала послугу парасейлінгу, оперативно відреагувала на ситуацію й покрила всі медичні витрати, зворотні авіаквитки, продовження проживання в готелі, а також компенсувала моральну шкоду.\n\nНаразі, життю туристки нічого не загрожує. 6 липня її виписали з лікарні. Туристи за власним рішенням забрали заяву з поліції і зазначили, що більше не мають претензій.\n\nПредставники туроператора »Join UP!« та наші партнери стежили за розвитком ситуації, допомагали з перекладом і супроводжували комунікацію з поліцією, місцевою компанією і лікарями. Ми зробили все можливе, щоб максимально допомогти туристам і посприяти якнайшвидшому вирішенню всіх питань.\n\nНагадуємо, що у разі самостійного замовлення додаткових екскурсій чи послуг туристи мають зважувати ризики. Якщо планується активний відпочинок (парасейлінг, віндсерфінг, дайвінг, лижі), то краще оформити страховку категорії А1. Цей різновид передбачає набагато більше випадків, аніж звичайна медична страховка. Мова не лише про професійних спортсменів: А1 слід обирати, якщо людина збирається пірнати з аквалангом чи використовувати транспортні наземні й повітряні засоби пересування».\n\nУ коментарях користувачі відреагували на інцидент.\n\n«Мені шкода, що сталося. Бажаємо їй якнайшвидшого одужання. Складається враження, що персонал абсолютно некваліфікований, а поведінка компетентних органів щодо аварії — ганьба. Я повинен визнати крах туристичної галузі в нашій країні, а це недоречно для Єгипту».\n\n«Кошмар, навіщо було перегороджувати, щоб убити жінку???»\n\n«Це звичайно жах. Її волокло по воді, як по асфальту. Повний шок. Міцного здоров’я їй».\n\n«Який жах, мої щирі побажання якнайшвидшого одужання жінці. За свої ж гроші і так постраждати...»\n\nДо речі, в одному з коментарів представник водних видів спорту Мохаммед Хассан у готелі написав, що зараз стан жінки стабільний і за нею доглядають.\n\n«Не пишіть, якщо не знаєте! Брехня чистої води про те, що її кинули і вона все повинна оплатити сама! Так, трапилася біда. Ніхто не застрахований від нещасного випадку. Але! Постраждалу не кинули, з нею представники як і компанії водних спортів, де вона купила послугу, так і представники компанії-власника парашутного човна, також представники готелю і туроператор, з моменту аварії і по цю хвилину. Зараз, після наданої медичної допомоги, її стан стабільний. Хто не вірить і бажає перевірити, сходіть у госпіталь і переконайтеся самі! Через декілька днів, з дозволу лікарів, вона полетить додому. Їй виплатять компенсацію, мова йде про декілька тисяч доларів, оплатять проживання в готелі до відльоту і куплять новий квиток», — написав Мохаммед Хассан.', '', '', 'varta1.com.ua: Новини']"
2021-7-7,"['Кабінет Міністрів погодив звільнення Андрія Бойчука з посади голови Івано-Франківської обласної державної адміністрації, а також призначення на цю посаду його заступниці Світлани Онищук.\n\nЯк повідомляє «Укрінформ», таке рішення ухвалено на черговому засіданні уряду у середу, 7 липня.\n\n«Звільнення за угодою сторін голови Івано-Франківської облдержадміністрації і відповідно погодження призначення голови Івано-Франківської облдержадміністрації. Кандидатка на посаду голови, з якою пропонується зараз поспілкуватися членам Кабінету Міністрів, Онищук Світала Василівна — діючий заступник голови Івано-Франківської облдержадміністрації», — сказав прем’єр-міністр Денис Шмигаль.\n\nПретендентка на посаду голови ОДА виклала урядовцям своє бачення розвитку регіону та відповіла на низку запитань міністрів.\n\nБойчук був призначений головою Івано-Франківської обласної державної адміністрації з 28 грудня 2020 року.\n\nОнищук обіймає посаду заступника голови Івано-Франківської обласної державної адміністрації з 17 вересня 2019 року.\n\nЗгідно із законодавством, голів місцевих державних адміністрацій призначає на посаду президент за поданням Кабінету Міністрів. Кандидатури на посади голів обласних державних адміністрацій на розгляд уряду вносить прем’єр-міністр.', '', '', 'varta1.com.ua: Новини']"
2021-7-7,"['', 'У Львові городяни обурюються станом водойм на території парку «Погулянка».', 'Як зазначає, 7 липня, у зверненні на «Гарячу лінію міста Львова» Люба Косовська, «вчора гуляла парком Погулянка і була неприємно вражена. Пройшовши від Джорджа Вашингтона і до Центру творчості дітей та юнацтва, тобто через цілий парк — вздовж жахливий запах з каналізаційних люків, таке враження що фура з пивом перевернулась. Дійшовши до раніше чудових водойм побачила оцей жах, все цвіте, море сміття, добре, що фото не передає запаху, а там довкола лавочки і люди «відпочивають». Декілька метрів далі ЛМР табличку поставила, що парк прибрано. То може і з водоймами якось впорядкувати і каналізацію перевірити, щоб парк був парком, а не вигрібною ямою».', 'Довідково. Лісопарк «Погулянка» — зелена зона у Личаківському районі Львова. Парк розташований між вулицями Пасічною, Вашингтона, Зеленою та місцевістю Погулянка; північна частина парку межує з Ботанічними садом Львівського університету. Центральною віссю парку є потік Пасіка (витік річки Полтва) й алея, що веде від вулиці Погулянка до вулиці Пасічної та Вашингтона.', 'varta1.com.ua: Новини']"
2021-7-7,"['У Львові патрульні затримали хулігана, який погрожував громадянам ножем у приміщенні стоматологічної клініки.\n\nЯк повідомляє Патрульна поліція Львівської області, сьогодні, близько 11-ї години ранку, патрульні 2 батальйону отримали виклик у стоматологічну клініку на вулиці Сяйво.\n\nЗі слів заявника, невідомому громадянину відмовили в одній із послуг, адже він перебував в стані сп’яніння. Він почав конфліктувати і відмовлявся покинути приміщення. Коли почув, що викликають поліцію дістав ніж і почав ним розмахувати та погрожувати.\n\nПатрульні за 3 хвилини приїхали на місце події, однак особа встигла піти геть. Отримавши описи ймовірного зловмисника, екіпаж вирушив на пошуки по гарячих слідах.\n\nНеподалік вони побачили схожого чоловіка. Його негайно зупинили. Ним виявився 26-річний іноземець, який проживає у Львові. Під час поверхневої перевірки у нього виявили згаданий ніж.\n\nНа місце події викликали слідчо-оперативну групу відділу поліції № 1 Львівського районного управління поліції.\n\nПопередня кваліфікація події за ст. 296 (хуліганство) ККУ.\n\n[gallery link=«file» columns=«2» ids=«291306,291307»]', 'varta1.com.ua: Новини']"
2021-7-7,"['У селі на Дубенщині карантин — через сказ у лисиці.\n\nЯк повідомили у Дубенській РДА, у зв’язку з виявленням випадку сказу на Дубенщині, сьогодні, 7 липня, під керівництвом голови Дубенської РДА Всеволода Пекарського, проведено засідання районної Державної надзвичайної протиепізоотичної комісії.\n\nНа засіданні заслухано інформацію начальника Дубенського міськрайонного управління Головного управління  Держпродспоживслужби Івана Лопуги про підтвердження випадку сказу лиса, який виявили в селі Острів, Мирогощанської сільської ради. Рішенням комісії від 7 липня в селі Острів введено карантин на 60 днів.\n\nДо загрозливої зони також потрапляють села в радіусі 10 км: Княгинин, Листвин, Нараїв, Заруддя, Боцянівка, Білобережжя, Костянець, Мокре Мирогощанської сільської ради, а також Травневе та Молодіжне, Варковицької сільської ради.\n\nРішенням комісії введено заборону на відловлювання й вивезення диких тварин на території мисливських угідь, які входять в загрозливу зону вогнища сказу.', 'varta1.com.ua: Новини']"
2021-7-7,"['', 'Мешканці Полісся зловили триметрового вужа.', 'Як інформує «Рівне вечірнє», у селі Лінчин, Березнівського району, місцевий мешканець зловив величезну змію.', 'Довжина вужа сягала трьох метрів.', 'Дописувачі соціальних мереж обурилися тому, що селяни убили вужа. Вони переконують, що ця змія не є агресивною.', 'Більше того, де водиться вуж, не буде гадюки.', 'Довідково. Вуж — рід неотруйних змій родини вужевих. Має 4 види. Загальна довжина досягає 80–174 см.', 'varta1.com.ua: Новини']"
2021-7-7,"['В Яремче автомобіль злетів з дороги в обрив.\n\nЯк повідомляє Нацполіція Івано-Франківської області, на цей час поліція на місці події, встановлює обставини ДТП та персональні дані чотирьох загиблих.\n\n7 липня, о 11:45 год, до поліції надійшло повідомлення про ДТП. На місце події негайно прибули рятувальники та працівники поліції.\n\nПопередньо слідчі встановили, що автомобіль «Volkswagen Tiguan» на заокругленій ділянці дороги злетів з дороги в обрив. У транспортному засобі перебувало четверо осіб: троє чоловіків і одна жінка, які загинули на місці події до приїзду медиків. Поліцейські встановлюють також вік і місце проживання загиблих.\n\nНа місці продовжують працювати усі служби.\n\n[gallery link=«file» columns=«4» ids=«291293,291294,291295,291296»]', 'varta1.com.ua: Новини']"
2021-7-7,"['Львів’янин загинув під час спроби залізти у власну квартиру.\n\nЯк повідомляє «Zaxid.net», опівдні середи, 7 липня, на вул. Ковалевської, на Підзамчі, львів’янин впав з третього поверху і загинув. Інформацію про цей нещасний випадок  підтвердили у поліції, однак більше деталей не надають, тому що на місці ще працює слідчо-оперативна група.\n\nВиклик про нещасний випадок надійшов до поліції о 12:15 год. Слідчі зараз на місці, вони встановлюють особу та вік загиблого, а також обставини його падіння.\n\nЯк розповіли свідки інциденту, у чоловіка не було ключів від своєї квартири на третьому поверсі, тому він вирішив залізти туди через вікно, однак не втримався і зірвався вниз. Львів’янин загинув на місці.', 'varta1.com.ua: Новини']"
2021-7-7,"['Невідомі застрелили президента Гаїті. Глава держави отримав вогнепальне поранення у результаті нападу на його резиденцію.\n\nЯк інформує «УНІАН», президент Гаїті Жовенель Моіз отримав смертельне поранення в результаті нападу невідомих на його резиденцію.\n\nПро це повідомляє новинний портал «Juno 7», з посиланням на заяву прем’єр-міністра країни Клода Жозефа. За його даними, напад стався вночі. Група людей пробралася на територію резиденції. Частина нападників говорила іспанською.\n\nПрем’єр засудив вбивство 53-річного президента і назвав інцидент «актом ненависті, жорстокості й варварства». Жозеф підкреслив, що національна поліція Гаїті тримає ситуацію під контролем. Особистості й мотиви нападників поки не встановлені.\n\nЗа його даними, у глави держави вогнепальне поранення. Дружина вбитого президента також постраждала. Її госпіталізували, проте про її стан зараз нічого невідомо.\n\nЖовенель Моїз став президентом Гаїті 7 лютого 2017 року. Він набрав на виборах 55,7 % голосів, у той час як його суперник Жюд Селестен отримав 19,5 % голосів виборців.', 'varta1.com.ua: Новини']"
2021-7-7,"['Контррозвідка СБУ викрила групу компаній на незаконних військових поставках до РФ. Декілька афілійованих підприємств у Дніпрі вигравали тендери від Міністерства внутрішніх справ та Федеральної служби охорони РФ і в обхід українського законодавства торгували з країною-агресором.\n\nЯк повідомляє СБУ, товари цих українських підприємств використовувались для комплектування  військових транспортних засобів та бронетехніки РФ.\n\nСпівробітники СБУ встановили, що «схему» організувало керівництво однієї з компанії-виробників запасних частин, якому було відомо, що окремі види продукції за технічними характеристиками належать до товарів військового призначення і підлягають експортному контролю. Втім, це свідомо не відображалося у документації на експорт.\n\nПід час санкціонованих обшуків правоохоронці вилучили:\n— 1200 одиниць продукції з ознаками належності до товарів військового призначення;\n— документацію щодо експорту продукції за кордон, у тому числі — РФ;\n— виробниче обладнання;\n— комп’ютерну техніку.\n\nВилучена продукція направлена на відповідні експертні дослідження, за результатами проведення яких будуть прийняті процесуальні рішення у кримінальному провадженні.\n\nТривають слідчі дії для встановлення інших осіб, можливо причетних до незаконних дій.\n\n[gallery link=«file» ids=«291282,291284,291283»]', 'varta1.com.ua: Новини']"
2021-7-7,"['У Львові на місці колишнього офісу Компартії хочуть облаштувати магазин.\n\nЯк повідомляє «ГалІнфо», квартиру за адресою: м. Львів, вул. Коновальця 7/1, у якій раніше знаходився офіс львівського обкому КПУ та яка в останні роки підпільно здавалась в оренду для проведення різноманітних масових заходів усім охочим, планують пристосувати під магазин.\n\nЗробити це хоче її новий власник — Браун Дімітрі, який придбав дане помешкання (загальною площею 92,3 кв. м) у Голуба Володимира Івановича — батька екс-народного депутата-комуніста Голуба Олександра Володимировича.\n\nКвартира № 1 на вул. Коновальця, 7, у Львові, звідки раніше регулярно доносився спів «Інтернаціоналу» та вікна якої раніше регулярно били камінням, знову опинилася в епіцентрі скандалу. На цей раз — у зв’язку з намаганнями нового власника квартири Брауна Дімітрі реконструювати це помешкання та облаштувати магазин — шляхом «відновлення дверного прорізу» на місці віконного отвору.\n\nАби реалізувати цю задумку, Браун Дімітрі скерував відповідне звернення до Львівської міськради. Виконавчий комітет ЛМР розглянув його на засіданні 21 травня 2021 року. За результатами розгляду було ухвалено рішення «Про затвердження містобудівних умов та обмежень для проектування об’єкта будівництва на реконструкцію гр. Браун Дімітрі з пристосуванням квартири № 1 під магазин з відновленням дверного прорізу на місці віконного отвору на вул. Є. Коновальця, 7 у м. Львові».\n\nВодночас, дане погодження викликало обурення в мешканців будинку на Коновальця, 7, які стверджують, що отвору для дверей за проектом «там» ніколи не було, і що міська рада погодила вирізати двері у фасаді історичного будинку під магазин без їхньої згоди.\n\nЗа наявною інформацію, через це погодження нещодавно відбулися загальні збори ОСББ «Під орлами», якому належить будинок, а також було проведено письмове опитування мешканців. Всі мешканці висловилися проти того, щоб вирізали двері у фасаді будинку. У ОСББ заявляють, що дану справу просто так не залишать, не виключають, що у випадку бездіяльності архітектурних інстанцій Львова вирішуватимуть її у суді.\n\nНагадаємо, що в квартира за адресою вул. Коновальця 7/1, яка тривалий час слугувала місцем для партійних зібрань львівських комуністів, в останні роки підпільно (без сплати податків) здавалась в оренду для проведення різноманітних масових заходів усім охочим. Відомо, зокрема, й те, що у помешканні функціонував навчальний центр «Training Service Lviv». На його сайті зазначалося, що центр проводить навчальні, коучингові заходи, об’єднуючи тренерів різних напрямків навчання з багаторічним досвідом і тисячами годин тренерської, коучінгової, психологічної та консалтингової роботи.\n\nПро будівлю на вулиці Коновальця під номером 7 відомо, що її понад сто років тому спроектував архітектор Каспер Драневич. Будинок має назву «Під орлами». 2003 року за проєктом та керівництвом скульптора Любомира Кукіля відбулася реконструція фігури орлів на фасаді будинку.\n\n[gallery link=«file» columns=«1» ids=«291279»]', 'varta1.com.ua: Новини']"
2021-7-7,"['Невідомі наклали каміння та шини на рейки перед пасажирським поїздом у середмісті Одеси.\n\nЯк повідомляє «Укрзалізниця», шостого липня на 1496 км перегону «Одеса–Застава-1» — ст. Усатове група сторонніх осіб створила загрозу безпеці руху пасажирського поїзда.\n\nТак, близько 14 години, машиніст електропоїзда «Інтерсіті» № 761 «Київ–Одеса» застосував екстрене гальмування для запобігання наїзду на каміння і шини.\n\nНа щастя та завдяки оперативним діям машиніста, наїзду вдалось уникнути.\n\nПід час огляду було виявлено факт накладання каміння та шин на обидві рейкові нитки. Локомотивна бригада прибрала сторонні предмети із колії. Пасажирський поїзд № 761 «Київ–Одеса» затримався на 3 хв.\n\n«Залізничники стурбовані ситуацією, адже подібні втручання можуть перешкодити стабільній роботі залізниці, завдати значних матеріальних збитків та у випадку аварії призвести до людських жертв», — наголошується у повідомленні.', 'varta1.com.ua: Новини']"
